player_tm_id,player_name,profile_url,dob,age,height_cm,nationality,second_nationality,detailed_position,strong_foot,current_club,scrape_status
503987,Noni Madueke,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,10/03/2002 (24),,182,"England
  Nigeria",,Attack - Right Winger,left,Arsenal FC,ok
1187629,Max Dowman,https://www.transfermarkt.com/max-dowman/profil/spieler/1187629,31/12/2009 (16),Relatives,183,England,,Attack - Right Winger,left,Arsenal FC UEFA U19,ok
325443,Viktor Gyökeres,https://www.transfermarkt.com/viktor-gyokeres/profil/spieler/325443,04/06/1998 (27),HCM Sports ...,189,"Sweden
  Hungary",,Attack - Centre-Forward,right,Arsenal FC,ok
309400,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,11/06/1999 (26),ROOF,193,Germany,,Attack - Centre-Forward,left,Arsenal FC,ok
363205,Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,03/04/1997 (29),Branchini Associati ...,175,Brazil,,Attack - Centre-Forward,right,Arsenal FC,ok
111873,Emiliano Martínez,https://www.transfermarkt.com/emiliano-martinez/profil/spieler/111873,02/09/1992 (33),Universal Twenty Two,195,"Argentina
  Spain",,Goalkeeper,right,Aston Villa,ok
124884,Marco Bizot,https://www.transfermarkt.com/marco-bizot/profil/spieler/124884,10/03/1991 (35),Key United,193,Netherlands,,Goalkeeper,right,Aston Villa,ok
413403,Ezri Konsa,https://www.transfermarkt.com/ezri-konsa/profil/spieler/413403,23/10/1997 (28),CAA Stellar,183,"England
  DR Congo",,Defender - Centre-Back,right,Aston Villa,ok
399776,Pau Torres,https://www.transfermarkt.com/pau-torres/profil/spieler/399776,16/01/1997 (29),InterStarDeporte,192,Spain,,Defender - Centre-Back,left,Aston Villa,ok
184573,Victor Lindelöf,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,17/07/1994 (31),HCM Sports ...,187,Sweden,,Defender - Centre-Back,right,Aston Villa,ok
253677,Tyrone Mings,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,13/03/1993 (33),THE·TEAM,196,England,,Defender - Centre-Back,left,Aston Villa,ok
485585,Ian Maatsen,https://www.transfermarkt.com/ian-maatsen/profil/spieler/485585,10/03/2002 (24),Epic Maatsen,178,"Netherlands
  Suriname",,Defender - Left-Back,left,Aston Villa,ok
126664,Lucas Digne,https://www.transfermarkt.com/lucas-digne/profil/spieler/126664,20/07/1993 (32),Classico,178,France,,Defender - Left-Back,left,Aston Villa,ok
425334,Matty Cash,https://www.transfermarkt.com/matty-cash/profil/spieler/425334,07/08/1997 (28),Two Touch Agency,185,"Poland
  England",,Defender - Right-Back,right,Aston Villa,ok
1063329,Andrés García,https://www.transfermarkt.com/andres-garcia/profil/spieler/1063329,07/02/2003 (23),InterStarDeporte,185,Spain,,Defender - Right-Back,right,Aston Villa,ok
485706,Amadou Onana,https://www.transfermarkt.com/amadou-onana/profil/spieler/485706,16/08/2001 (24),BTFM,195,"Belgium
  Senegal",,Midfield - Defensive Midfield,right,Aston Villa,ok
394327,Boubacar Kamara,https://www.transfermarkt.com/boubacar-kamara/profil/spieler/394327,23/11/1999 (26),Sport Cover,184,"France
  Senegal",,Midfield - Defensive Midfield,right,Aston Villa,ok
645686,Lamare Bogarde,https://www.transfermarkt.com/lamare-bogarde/profil/spieler/645686,05/01/2004 (22),THE·TEAM,185,"Netherlands
  Suriname",,Midfield - Defensive Midfield,right,Aston Villa,ok
249565,Youri Tielemans,https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565,07/05/1997 (29),Claes Agency,177,"Belgium
  DR Congo",,Midfield - Central Midfield,right,Aston Villa,ok
447661,Douglas Luiz,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,09/05/1998 (28),Bertolucci Sports,177,Brazil,,Midfield - Central Midfield,right,Aston Villa,ok
193116,John McGinn,https://www.transfermarkt.com/john-mcginn/profil/spieler/193116,18/10/1994 (31),EAA,178,Scotland,,Midfield - Central Midfield,left,Aston Villa,ok
131978,Ross Barkley,https://www.transfermarkt.com/ross-barkley/profil/spieler/131978,05/12/1993 (32),THE·TEAM,189,England,,Midfield - Central Midfield,right,Aston Villa,ok
503743,Morgan Rogers,https://www.transfermarkt.com/morgan-rogers/profil/spieler/503743,26/07/2002 (23),Footwork,187,England,,Midfield - Attacking Midfield,right,Aston Villa,ok
565822,Harvey Elliott,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,04/04/2003 (23),ROOF,170,England,,Midfield - Attacking Midfield,left,Aston Villa,ok
401173,Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,25/03/2000 (26),Elite Project Group ...,180,"England
  Jamaica",,Attack - Left Winger,right,Aston Villa,ok
321247,Emiliano Buendía,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,25/12/1996 (29),Universal Twenty Two,172,"Argentina
  Spain",,Attack - Left Winger,right,Aston Villa,ok
387626,Leon Bailey,https://www.transfermarkt.com/leon-bailey/profil/spieler/387626,09/08/1997 (28),Phoenix Sports ...,178,Jamaica,,Attack - Right Winger,left,Aston Villa,ok
1005583,Alysson,https://www.transfermarkt.com/alysson/profil/spieler/1005583,05/05/2006 (20),AGN Football,184,Brazil,,Attack - Right Winger,left,Aston Villa,ok
324358,Ollie Watkins,https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358,30/12/1995 (30),Two Touch Agency,180,England,,Attack - Centre-Forward,right,Aston Villa,ok
331726,Tammy Abraham,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,02/10/1997 (28),ROOF,194,"England
  Nigeria",,Attack - Centre-Forward,right,Aston Villa,ok
340918,Caoimhín Kelleher,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,23/11/1998 (27),,,Ireland,,,,,ok
488935,Hákon Valdimarsson,https://www.transfermarkt.com/hakon-valdimarsson/profil/spieler/488935,13/10/2001 (24),,,Iceland,,,,,ok
456292,Ellery Balcombe,https://www.transfermarkt.com/ellery-balcombe/profil/spieler/456292,15/10/1999 (26),Straight Ace Sports,190,"England
  St. Vincent & Grenadinen",,Goalkeeper,right,Brentford FC,ok
1008553,Julian Eyestone,https://www.transfermarkt.com/julian-eyestone/profil/spieler/1008553,21/04/2006 (20),Spartan Management ...,200,United States,,Goalkeeper,right,Brentford FC B,ok
541231,Sepp van den Berg,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231,20/12/2001 (24),Key United,192,Netherlands,,Defender - Centre-Back,right,Brentford FC,ok
469050,Nathan Collins,https://www.transfermarkt.com/nathan-collins/profil/spieler/469050,30/04/2001 (25),Unique Sports Group,193,Ireland,,Defender - Centre-Back,right,Brentford FC,ok
328658,Kristoffer Ajer,https://www.transfermarkt.com/kristoffer-ajer/profil/spieler/328658,17/04/1998 (28),THE·TEAM,198,Norway,,Defender - Centre-Back,right,Brentford FC,ok
442248,Ethan Pinnock,https://www.transfermarkt.com/ethan-pinnock/profil/spieler/442248,29/05/1993 (32),Two Touch Agency,194,"Jamaica
  England",,Defender - Centre-Back,left,Brentford FC,ok
339556,Rico Henry,https://www.transfermarkt.com/rico-henry/profil/spieler/339556,08/07/1997 (28),Majestyk Sports ...,170,"Jamaica
  England",,Defender - Left-Back,left,Brentford FC,ok
823486,Michael Kayode,https://www.transfermarkt.com/michael-kayode/profil/spieler/823486,10/07/2004 (21),Vigo Global Sport ...,179,"Italy
  Nigeria",,Defender - Right-Back,right,Brentford FC,ok
591949,Aaron Hickey,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,10/06/2002 (23),Gersh,185,Scotland,,Defender - Right-Back,both,Brentford FC,ok
270171,Vitaly Janelt,https://www.transfermarkt.com/vitaly-janelt/profil/spieler/270171,10/05/1998 (28),THE·TEAM,184,"Germany
  Bosnia-Herzegovina",,Midfield - Defensive Midfield,left,Brentford FC,ok
61651,Jordan Henderson,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651,17/06/1990 (35),Gersh,182,England,,Midfield - Defensive Midfield,right,Brentford FC,ok
717411,Yegor Yarmolyuk,https://www.transfermarkt.com/yegor-yarmolyuk/profil/spieler/717411,01/03/2004 (22),ProStar,180,Ukraine,,Midfield - Central Midfield,right,Brentford FC,ok
319859,Mathias Jensen,https://www.transfermarkt.com/mathias-jensen/profil/spieler/319859,01/01/1996 (30),Nordic Sky,180,Denmark,,Midfield - Central Midfield,right,Brentford FC,ok
340321,Josh Dasilva,https://www.transfermarkt.com/josh-dasilva/profil/spieler/340321,23/10/1998 (27),CAA Base Ltd,184,"England
  Angola",,Midfield - Central Midfield,left,Brentford FC,ok
644401,Keane Lewis-Potter,https://www.transfermarkt.com/keane-lewis-potter/profil/spieler/644401,22/02/2001 (25),Harwick Sports Group,170,England,,Midfield - Left Midfield,right,Brentford FC,ok
540941,Mikkel Damsgaard,https://www.transfermarkt.com/mikkel-damsgaard/profil/spieler/540941,03/07/2000 (25),BTAM,180,Denmark,,Midfield - Attacking Midfield,right,Brentford FC,ok
683620,Antoni Milambo,https://www.transfermarkt.com/antoni-milambo/profil/spieler/683620,03/04/2005 (21),22Eleven,179,"Netherlands
  DR Congo",,Midfield - Attacking Midfield,right,Brentford FC,ok
559263,Fábio Carvalho,https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263,30/08/2002 (23),Concilium Sport,170,Portugal,,Midfield - Attacking Midfield,right,Brentford FC,ok
473050,Kevin Schade,https://www.transfermarkt.com/kevin-schade/profil/spieler/473050,27/11/2001 (24),Epic Schade,185,"Germany
  Nigeria",,Attack - Left Winger,right,Brentford FC,ok
340325,Reiss Nelson,https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325,10/12/1999 (26),Family Reliance ...,175,"England
  Jamaica",,Attack - Left Winger,right,Brentford FC,ok
823231,Dango Ouattara,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231,11/02/2002 (24),PSM,177,Burkina Faso,,Attack - Right Winger,left,Brentford FC,ok
1091562,Romelle Donovan,https://www.transfermarkt.com/romelle-donovan/profil/spieler/1091562,30/11/2006 (19),CAA Stellar,171,"England
  St. Kitts & Nevis",,Attack - Right Winger,left,Brentford FC,ok
739443,Igor Thiago,https://www.transfermarkt.com/igor-thiago/profil/spieler/739443,26/06/2001 (24),HN80 Sports,191,"Brazil
  Bulgaria",,Attack - Centre-Forward,right,Brentford FC,ok
1011936,Kaye Furo,https://www.transfermarkt.com/kaye-furo/profil/spieler/1011936,06/02/2007 (19),DLF,190,"Belgium
  Nigeria",,Attack - Centre-Forward,right,Brentford FC,ok
565093,Bart Verbruggen,https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093,18/08/2002 (23),Stirr Associates,194,Netherlands,,Goalkeeper,right,Brighton & Hove Albion,ok
73564,Jason Steele,https://www.transfermarkt.com/jason-steele/profil/spieler/73564,18/08/1990 (35),Murdock Sports Group,188,"England
  Scotland",,Goalkeeper,right,Brighton & Hove Albion,ok
406556,Tom McGill,https://www.transfermarkt.com/tom-mcgill/profil/spieler/406556,25/03/2000 (26),Louie Anthony ...,185,"Canada
  England",,Goalkeeper,right,Brighton & Hove Albion,ok
576314,Jan Paul van Hecke,https://www.transfermarkt.com/jan-paul-van-hecke/profil/spieler/576314,08/06/2000 (25),V4S,189,Netherlands,,Defender - Centre-Back,right,Brighton & Hove Albion,ok
318508,Olivier Boscagli,https://www.transfermarkt.com/olivier-boscagli/profil/spieler/318508,18/11/1997 (28),,181,"France
  Monaco",,Defender - Centre-Back,left,Brighton & Hove Albion,ok
380350,Igor Julio,https://www.transfermarkt.com/igor-julio/profil/spieler/380350,07/02/1998 (28),Attacantti Sports ...,188,Brazil,,Defender - Centre-Back,left,Brighton & Hove Albion,ok
212847,Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,04/01/1995 (31),,190,England,,Defender - Centre-Back,right,Brighton & Hove Albion,ok
148153,Lewis Dunk,https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153,21/11/1991 (34),CAA Stellar,192,England,,Defender - Centre-Back,right,Brighton & Hove Albion,ok
369316,Ferdi Kadıoğlu,https://www.transfermarkt.com/ferdi-kadioglu/profil/spieler/369316,07/10/1999 (26),THE·TEAM,174,"Türkiye
  Netherlands",,Defender - Left-Back,right,Brighton & Hove Albion,ok
429915,Maxim De Cuyper,https://www.transfermarkt.com/maxim-de-cuyper/profil/spieler/429915,22/12/2000 (25),AXL,182,Belgium,,Defender - Left-Back,left,Brighton & Hove Albion,ok
415381,Mats Wieffer,https://www.transfermarkt.com/mats-wieffer/profil/spieler/415381,16/11/1999 (26),V4S,188,Netherlands,,Defender - Right-Back,right,Brighton & Hove Albion,ok
111195,Joël Veltman,https://www.transfermarkt.com/joel-veltman/profil/spieler/111195,15/01/1992 (34),SEG,184,Netherlands,,Defender - Right-Back,right,Brighton & Hove Albion,ok
973085,Carlos Baleba,https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085,03/01/2004 (22),,179,Cameroon,,Midfield - Defensive Midfield,left,Brighton & Hove Albion,ok
867688,Jack Hinshelwood,https://www.transfermarkt.com/jack-hinshelwood/profil/spieler/867688,11/04/2005 (21),CAA Stellar,182,England,,Midfield - Defensive Midfield,right,Brighton & Hove Albion,ok
667287,Yasin Ayari,https://www.transfermarkt.com/yasin-ayari/profil/spieler/667287,06/10/2003 (22),,172,"Sweden
  Tunisia",,Midfield - Central Midfield,right,Brighton & Hove Albion,ok
996897,Diego Gómez,https://www.transfermarkt.com/diego-gomez/profil/spieler/996897,27/03/2003 (23),La Squadra Sports,185,Paraguay,,Midfield - Central Midfield,right,Brighton & Hove Albion,ok
406634,Matt O'Riley,https://www.transfermarkt.com/matt-oriley/profil/spieler/406634,21/11/2000 (25),SA33,189,"Denmark
  England",,Midfield - Central Midfield,left,Brighton & Hove Albion,ok
82873,Pascal Groß,https://www.transfermarkt.com/pascal-gross/profil/spieler/82873,15/06/1991 (34),Excellence Sport,181,Germany,,Midfield - Central Midfield,right,Brighton & Hove Albion,ok
3333,James Milner,https://www.transfermarkt.com/james-milner/profil/spieler/3333,04/01/1986 (40),,175,England,,Midfield - Central Midfield,right,Brighton & Hove Albion,ok
504849,Kaoru Mitoma,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849,20/05/1997 (29),,178,Japan,,Attack - Left Winger,right,Brighton & Hove Albion,ok
1012534,Yankuba Minteh,https://www.transfermarkt.com/yankuba-minteh/profil/spieler/1012534,22/07/2004 (21),1v1 S.F.M,180,The Gambia,,Attack - Right Winger,left,Brighton & Hove Albion,ok
209212,Solly March,https://www.transfermarkt.com/solly-march/profil/spieler/209212,20/07/1994 (31),PLAYERS LOUNGE ...,180,England,,Attack - Right Winger,left,Brighton & Hove Albion,ok
538977,Georginio Rutter,https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977,20/04/2002 (24),ROGON,182,"France
  Martinique",,Attack - Centre-Forward,left,Brighton & Hove Albion,ok
1060087,Charalampos Kostoulas,https://www.transfermarkt.com/charalampos-kostoulas/profil/spieler/1060087,30/05/2007 (18),OIS,185,Greece,,Attack - Centre-Forward,right,Brighton & Hove Albion,ok
950091,Stefanos Tzimas,https://www.transfermarkt.com/stefanos-tzimas/profil/spieler/950091,06/01/2006 (20),SEG,186,Greece,,Attack - Centre-Forward,both,Brighton & Hove Albion,ok
67063,Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,26/11/1990 (35),Prodigy Sports Group,185,"England
  Ghana",,Attack - Centre-Forward,right,Brighton & Hove Albion,ok
403151,Robert Sánchez,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,18/11/1997 (28),CAA Stellar,197,"Spain
  England",,Goalkeeper,right,Chelsea FC,ok
585323,Filip Jørgensen,https://www.transfermarkt.com/filip-jorgensen/profil/spieler/585323,16/04/2002 (24),Goal Management,192,"Denmark
  Sweden",,Goalkeeper,right,Chelsea FC,ok
656316,Gabriel Slonina,https://www.transfermarkt.com/gabriel-slonina/profil/spieler/656316,15/05/2004 (22),SXI,193,"United States
  Poland",,Goalkeeper,right,Chelsea FC U21 (#44),ok
731466,Teddy Sharman-Lowe,https://www.transfermarkt.com/teddy-sharman-lowe/profil/spieler/731466,30/03/2003 (23),Louie Anthony ...,189,England,,Goalkeeper,right,Chelsea FC,ok
503765,James Hillson,https://www.transfermarkt.com/james-hillson/profil/spieler/503765,14/01/2001 (25),One GK Agency,187,England,,Goalkeeper,left,Chelsea FC,ok
614258,Levi Colwill,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,26/02/2003 (23),FA Sport,187,England,,Defender - Centre-Back,left,Chelsea FC,ok
346314,Trevoh Chalobah,https://www.transfermarkt.com/trevoh-chalobah/profil/spieler/346314,05/07/1999 (26),CAA Base Ltd,192,"England
  Sierra Leone",,Defender - Centre-Back,right,Chelsea FC,ok
475411,Wesley Fofana,https://www.transfermarkt.com/wesley-fofana/profil/spieler/475411,17/12/2000 (25),DWMA,188,"France
  Cote d'Ivoire",,Defender - Centre-Back,right,Chelsea FC,ok
910905,Mamadou Sarr,https://www.transfermarkt.com/mamadou-sarr/profil/spieler/910905,29/08/2005 (20),Classico,194,"Senegal
  France",,Defender - Centre-Back,right,Chelsea FC,ok
258878,Tosin Adarabioyo,https://www.transfermarkt.com/tosin-adarabioyo/profil/spieler/258878,24/09/1997 (28),WNRS,197,"England
  Nigeria",,Defender - Centre-Back,right,Chelsea FC,ok
463603,Benoît Badiashile,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603,26/03/2001 (25),CANTERASPORT,194,"France
  DR Congo",,Defender - Centre-Back,left,Chelsea FC,ok
284857,Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,22/07/1998 (27),Dupla Piqué & ...,173,Spain,,Defender - Left-Back,left,Chelsea FC,ok
904802,Jorrel Hato,https://www.transfermarkt.com/jorrel-hato/profil/spieler/904802,07/03/2006 (20),Football Mix B.V.,182,"Netherlands
  Curacao",,Defender - Left-Back,left,Chelsea FC,ok
746833,Caleb Wiley,https://www.transfermarkt.com/caleb-wiley/profil/spieler/746833,22/12/2004 (21),Upper 90 Sports ...,180,United States,,Defender - Left-Back,left,Chelsea FC,ok
472423,Reece James,https://www.transfermarkt.com/reece-james/profil/spieler/472423,08/12/1999 (26),Golden Gate Group,180,England,,Defender - Right-Back,right,Chelsea FC,ok
620322,Malo Gusto,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,19/05/2003 (23),THE·TEAM,178,"France
  Martinique",,Defender - Right-Back,right,Chelsea FC,ok
1004708,Josh Acheampong,https://www.transfermarkt.com/josh-acheampong/profil/spieler/1004708,05/05/2006 (20),,190,"England
  Ghana",,Defender - Right-Back,right,Chelsea FC,ok
687626,Moisés Caicedo,https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626,02/11/2001 (24),CAA Base Ltd,178,Ecuador,,Midfield - Defensive Midfield,right,Chelsea FC,ok
628451,Roméo Lavia,https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451,06/01/2004 (22),Elite Project Group ...,181,"Belgium
  Ghana",,Midfield - Defensive Midfield,right,Chelsea FC,ok
670717,Dário Essugo,https://www.transfermarkt.com/dario-essugo/profil/spieler/670717,14/03/2005 (21),AS1,178,"Portugal
  Angola",,Midfield - Defensive Midfield,right,Chelsea FC,ok
648195,Enzo Fernández,https://www.transfermarkt.com/enzo-fernandez/profil/spieler/648195,17/01/2001 (25),The Elegant Game,178,Argentina,,Midfield - Central Midfield,right,Chelsea FC,ok
743600,Andrey Santos,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600,03/05/2004 (22),Bertolucci Sports,180,Brazil,,Midfield - Central Midfield,right,Chelsea FC,ok
568177,Cole Palmer,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,06/05/2002 (24),CAA Base Ltd,185,"England
  St. Kitts & Nevis",,Midfield - Attacking Midfield,left,Chelsea FC,ok
811779,Alejandro Garnacho,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779,01/07/2004 (21),#LEADERS,180,"Argentina
  Spain",,Attack - Left Winger,right,Chelsea FC,ok
670882,Jamie Gittens,https://www.transfermarkt.com/jamie-gittens/profil/spieler/670882,08/08/2004 (21),Elite Project Group ...,178,"England
  Barbados",,Attack - Left Winger,right,Chelsea FC,ok
537860,Mykhaylo Mudryk,https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860,05/01/2001 (25),ProStar,175,Ukraine,,Attack - Left Winger,right,Chelsea FC,ok
1056993,Estêvão,https://www.transfermarkt.com/estevao/profil/spieler/1056993,24/04/2007 (19),LINK SPORTS,178,Brazil,,Attack - Right Winger,left,Chelsea FC,ok
487465,Pedro Neto,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,09/03/2000 (26),Gestifute,174,Portugal,,Attack - Right Winger,left,Chelsea FC,ok
626724,João Pedro,https://www.transfermarkt.com/joao-pedro/profil/spieler/626724,26/09/2001 (24),Promanager,186,Brazil,,Attack - Centre-Forward,right,Chelsea FC,ok
610849,Liam Delap,https://www.transfermarkt.com/liam-delap/profil/spieler/610849,08/02/2003 (23),CAA Stellar,186,"England
  Ireland",,Attack - Centre-Forward,right,Chelsea FC,ok
938158,Marc Guiu,https://www.transfermarkt.com/marc-guiu/profil/spieler/938158,04/01/2006 (20),IFM,187,Spain,,Attack - Centre-Forward,right,Chelsea FC,ok
258919,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,12/03/1997 (29),Unique Sports Group,188,England,,Goalkeeper,right,Crystal Palace,ok
296802,Walter Benítez,https://www.transfermarkt.com/walter-benitez/profil/spieler/296802,19/01/1993 (33),KMB,191,"Argentina
  France",,Goalkeeper,right,Crystal Palace,ok
196722,Remi Matthews,https://www.transfermarkt.com/remi-matthews/profil/spieler/196722,10/02/1994 (32),Two Touch Agency,183,England,,Goalkeeper,right,Crystal Palace,ok
434224,Maxence Lacroix,https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224,06/04/2000 (26),Unique Sports Group,190,"France
  Guadeloupe",,Defender - Centre-Back,right,Crystal Palace,ok
578539,Chris Richards,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,28/03/2000 (26),Roc Nation Sports,188,United States,,Defender - Centre-Back,right,Crystal Palace,ok
1006411,Jaydee Canvot,https://www.transfermarkt.com/jaydee-canvot/profil/spieler/1006411,29/07/2006 (19),LSM Football,188,"France
  Senegal",,Defender - Centre-Back,right,Crystal Palace,ok
689637,Chadi Riad,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637,17/06/2003 (22),Roc Nation Sports,187,"Morocco
  Spain",,Defender - Centre-Back,left,Crystal Palace,ok
730893,Tyrick Mitchell,https://www.transfermarkt.com/tyrick-mitchell/profil/spieler/730893,01/09/1999 (26),ROOF,181,"England
  Jamaica",,Defender - Left-Back,left,Crystal Palace,ok
293194,Borna Sosa,https://www.transfermarkt.com/borna-sosa/profil/spieler/293194,21/01/1998 (28),SEG,187,"Croatia
  Germany",,Defender - Left-Back,left,Crystal Palace,ok
1047257,Rio Cardines,https://www.transfermarkt.com/rio-cardines/profil/spieler/1047257,01/07/2006 (19),,175,"Trinidad and Tobago
  England",,Defender - Left-Back,left,Crystal Palace,ok
493003,Daniel Muñoz,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,26/05/1996 (30),Goal Management SAS,181,Colombia,,Defender - Right-Back,right,Crystal Palace,ok
1047261,Caleb Kporha,https://www.transfermarkt.com/caleb-kporha/profil/spieler/1047261,15/07/2006 (19),Box 2 Box Sports,,"England
  Ghana",,Defender - Right-Back,right,Crystal Palace,ok
85177,Nathaniel Clyne,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177,05/04/1991 (35),ROOF,175,"England
  Grenada",,Defender - Right-Back,right,Crystal Palace,ok
